repo_name,time,dataset_source,is_treatment,event,post_event,time_to_event,lead_6,lead_5,lead_4,lead_3,lead_2,lead_1,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,cursor,commits,lines_added,lines_removed,contributors,stars,issues,age,ncloc_paper,ncloc_python_snapshot,paper_covariate_matched,python_snapshot_ncloc_matched,analysis_ready_agc_paper_ncloc,analysis_ready_agc_python_snapshot_ncloc,latest_commit,python_file_count,files_analyzed,failure_count,agc_analysis_status,agc_repo_month_matched,top_level_blocks_scored,agc_top_level_blocks,human_top_level_blocks,agc_top_level_block_ratio,function_blocks_scored,agc_function_blocks,human_function_blocks,agc_function_block_ratio,class_blocks_scored,agc_class_blocks,human_class_blocks,agc_class_block_ratio,comparison_status,changed_top_level_blocks,changed_agc_top_level_blocks,changed_hwc_top_level_blocks,agc_changed_top_level_block_ratio,added_top_level_blocks,added_agc_top_level_blocks,added_hwc_top_level_blocks,agc_added_top_level_block_ratio,modified_top_level_blocks,modified_agc_top_level_blocks,modified_hwc_top_level_blocks,agc_modified_top_level_block_ratio,changed_function_blocks,changed_agc_function_blocks,changed_hwc_function_blocks,agc_changed_function_block_ratio,changed_class_blocks,changed_agc_class_blocks,changed_hwc_class_blocks,agc_changed_class_block_ratio,analysis_ready_agc_changed_block_paper_ncloc,analysis_ready_agc_changed_block_python_snapshot_ncloc
ResearchHub/researchhub-backend,2024-05,treatment,0,2025-03,0,-10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,163,31561,8996,5,1.0,21.0,1082.0,79748.0,76271,1,1,1,1,278ec825c32f29bc9d27e22e92294c537ef3b27a,1483,1483,0,ok,1,2154,836,1318,0.3881151346332405,610,262,348,0.4295081967213114,1544,574,970,0.371761658031088,ready,97,16,81,0.16494845360824742,62,16,46,0.25806451612903225,35,0,35,0.0,16,1,15,0.0625,81,15,66,0.18518518518518517,1,1
ResearchHub/researchhub-backend,2024-06,treatment,0,2025-03,0,-9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92,15943,2396,5,0.0,12.0,1113.0,80420.0,76956,1,1,1,1,7de905300075c748dc563bca975343546e6c0ffd,1488,1488,0,ok,1,2165,838,1327,0.3870669745958429,610,262,348,0.4295081967213114,1555,576,979,0.3704180064308681,ready,44,5,39,0.11363636363636363,14,3,11,0.21428571428571427,30,2,28,0.06666666666666667,16,3,13,0.1875,28,2,26,0.07142857142857142,1,1
ResearchHub/researchhub-backend,2024-07,treatment,0,2025-03,0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,348,75973,7507,4,2.0,0.0,1143.0,83219.0,79800,1,1,1,1,4c63758dee4c50db5933948ffba59f2bbe2bea2e,1523,1523,0,ok,1,2212,852,1360,0.3851717902350813,615,264,351,0.4292682926829268,1597,588,1009,0.3681903569192235,ready,102,15,87,0.14705882352941177,49,13,36,0.2653061224489796,53,2,51,0.03773584905660377,17,3,14,0.17647058823529413,85,12,73,0.1411764705882353,1,1
ResearchHub/researchhub-backend,2024-08,treatment,0,2025-03,0,-7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,278,22223,22622,4,1.0,0.0,1174.0,77705.0,74232,1,1,1,1,9c333f30a21dbdac8115428bde6af3668db475e3,1409,1409,0,ok,1,2016,793,1223,0.3933531746031746,543,236,307,0.434622467771639,1473,557,916,0.3781398506449423,ready,165,29,136,0.17575757575757575,23,10,13,0.43478260869565216,142,19,123,0.13380281690140844,45,8,37,0.17777777777777778,120,21,99,0.175,1,1
ResearchHub/researchhub-backend,2024-09,treatment,0,2025-03,0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,185,20040,6491,7,0.0,0.0,1205.0,77556.0,74097,1,1,1,1,d3a04d8c47ad9aedb2c9d0183fd9c2c05177bb73,1420,1420,0,ok,1,2024,797,1227,0.3937747035573122,544,233,311,0.4283088235294117,1480,564,916,0.3810810810810811,ready,107,13,94,0.12149532710280374,40,11,29,0.275,67,2,65,0.029850746268656716,41,4,37,0.0975609756097561,66,9,57,0.13636363636363635,1,1
ResearchHub/researchhub-backend,2024-10,treatment,0,2025-03,0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,241,17434,17490,6,1.0,0.0,1235.0,77192.0,73752,1,1,1,1,6465c99f3778f57fe6a5e06231f5ea8b5d92b708,1420,1420,0,ok,1,2003,787,1216,0.3929106340489266,524,221,303,0.4217557251908397,1479,566,913,0.3826910074374577,ready,92,20,72,0.21739130434782608,34,15,19,0.4411764705882353,58,5,53,0.08620689655172414,24,6,18,0.25,68,14,54,0.20588235294117646,1,1
ResearchHub/researchhub-backend,2024-11,treatment,0,2025-03,0,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,241,11058,10405,6,2.0,0.0,1266.0,77930.0,74493,1,1,1,1,620391ecf35228d3dad783476c988b49513072f3,1447,1447,0,ok,1,1984,772,1212,0.3891129032258064,477,199,278,0.4171907756813417,1507,573,934,0.3802256138022561,ready,106,13,93,0.12264150943396226,38,9,29,0.23684210526315788,68,4,64,0.058823529411764705,19,4,15,0.21052631578947367,87,9,78,0.10344827586206896,1,1
ResearchHub/researchhub-backend,2024-12,treatment,0,2025-03,0,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,128,6576,8256,4,2.0,0.0,1296.0,77155.0,73734,1,1,1,1,15ee57839549ff325c9142e4e432b4cbf37d8b67,1451,1451,0,ok,1,1990,782,1208,0.392964824120603,482,203,279,0.4211618257261411,1508,579,929,0.3839522546419098,ready,64,18,46,0.28125,22,11,11,0.5,42,7,35,0.16666666666666666,28,11,17,0.39285714285714285,36,7,29,0.19444444444444445,1,1
ResearchHub/researchhub-backend,2025-01,treatment,0,2025-03,0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,142,7807,2394,6,0.0,0.0,1327.0,79076.0,75787,1,1,1,1,05856cbd0bcd4603d524fc9fddb530764b608f55,1476,1476,0,ok,1,2030,796,1234,0.3921182266009852,487,207,280,0.4250513347022587,1543,589,954,0.3817239144523655,ready,108,28,80,0.25925925925925924,44,14,30,0.3181818181818182,64,14,50,0.21875,35,16,19,0.45714285714285713,73,12,61,0.1643835616438356,1,1
ResearchHub/researchhub-backend,2025-02,treatment,0,2025-03,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,199,11077,13536,7,2.0,0.0,1358.0,77070.0,74303,1,1,1,1,512f30cd6e0d048732a1f6f6e3a2e7dcfd9e10df,1482,1482,0,ok,1,1980,792,1188,0.4,459,199,260,0.4335511982570806,1521,593,928,0.3898750821827745,ready,115,17,98,0.14782608695652175,46,12,34,0.2608695652173913,69,5,64,0.07246376811594203,19,5,14,0.2631578947368421,96,12,84,0.125,1,1
ResearchHub/researchhub-backend,2025-03,treatment,1,2025-03,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,282,27671,8960,7,0.0,0.0,1386.0,80840.0,78348,1,1,1,1,c2a7a85367245521d1eb77b4eb87ab9d489e3313,1508,1508,0,ok,1,2002,786,1216,0.3926073926073926,461,187,274,0.4056399132321041,1541,599,942,0.3887086307592472,ready,143,13,130,0.09090909090909091,57,9,48,0.15789473684210525,86,4,82,0.046511627906976744,41,4,37,0.0975609756097561,102,9,93,0.08823529411764706,1,1
ResearchHub/researchhub-backend,2025-04,treatment,1,2025-03,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,243,15281,5402,7,1.0,0.0,1417.0,80840.0,81601,1,1,1,1,90bd47c7e4e4a107c32deefa0d54c6024506b8b0,1530,1530,0,ok,1,2034,787,1247,0.3869223205506391,470,185,285,0.3936170212765957,1564,602,962,0.3849104859335038,ready,99,7,92,0.0707070707070707,46,4,42,0.08695652173913043,53,3,50,0.05660377358490566,32,1,31,0.03125,67,6,61,0.08955223880597014,1,1
ResearchHub/researchhub-backend,2025-05,treatment,1,2025-03,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,212,21119,4590,8,0.0,0.0,1447.0,88352.0,86397,1,1,1,1,dfdfaaec1c76a13f7c90fea8f48ad921a17bda8e,1568,1568,0,ok,1,2074,795,1279,0.3833172613307618,468,186,282,0.3974358974358974,1606,609,997,0.3792029887920299,ready,119,8,111,0.06722689075630252,51,8,43,0.1568627450980392,68,0,68,0.0,20,1,19,0.05,99,7,92,0.0707070707070707,1,1
ResearchHub/researchhub-backend,2025-06,treatment,1,2025-03,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,257,19807,4378,7,0.0,0.0,1478.0,93892.0,92318,1,1,1,1,e8ddce0d2284bc9cd92fb2e3f26fb222708caddc,1611,1611,0,ok,1,2119,805,1314,0.3798961774421897,473,190,283,0.40169133192389,1646,615,1031,0.37363304981774,ready,141,15,126,0.10638297872340426,53,12,41,0.22641509433962265,88,3,85,0.03409090909090909,22,8,14,0.36363636363636365,119,7,112,0.058823529411764705,1,1
ResearchHub/researchhub-backend,2025-07,treatment,1,2025-03,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,170,14189,6567,3,0.0,0.0,1508.0,96366.0,95130,1,1,1,1,7c612298d06c65351b508a58b228285e826c8f59,1617,1617,0,ok,1,2138,811,1327,0.3793264733395697,475,189,286,0.3978947368421052,1663,622,1041,0.3740228502705953,ready,102,13,89,0.12745098039215685,41,8,33,0.1951219512195122,61,5,56,0.08196721311475409,16,4,12,0.25,86,9,77,0.10465116279069768,1,1
ResearchHub/researchhub-backend,2025-08,treatment,1,2025-03,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,363,31523,61340,8,1.0,0.0,1539.0,92954.0,92020,1,1,1,1,de4731b2e58154919a470a7b95a4c24a266a51d2,1584,1584,0,ok,1,2076,806,1270,0.3882466281310212,431,176,255,0.408352668213457,1645,630,1015,0.3829787234042553,ready,150,26,124,0.17333333333333334,60,22,38,0.36666666666666664,90,4,86,0.044444444444444446,30,9,21,0.3,120,17,103,0.14166666666666666,1,1
Scrapybara/codecapy,2025-01,treatment,1,2025-01,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,1515,831,1,0.0,0.0,0.0,864.0,814,1,1,1,1,aaf4eb1efe460f71c8ed50794b33fa19ce54b77e,12,12,0,ok,1,29,10,19,0.3448275862068966,20,8,12,0.4,9,2,7,0.2222222222222222,no_previous_month,,,,,,,,,,,,,,,,,,,,,0,0
Scrapybara/codecapy,2025-02,treatment,1,2025-01,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,2795,961,1,110.0,0.0,0.0,1454.0,1433,1,1,1,1,5bfd39ebf9156b54bc2fdaeed7fa61d789924055,16,16,0,ok,1,57,33,24,0.5789473684210527,33,25,8,0.7575757575757576,24,8,16,0.3333333333333333,ready,48,30,18,0.625,40,28,12,0.7,8,2,6,0.25,28,23,5,0.8214285714285714,20,7,13,0.35,1,1
SlyyCooper/cursorrules-architect,2024-11,treatment,0,2024-12,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,55,55,1,0.0,0.0,0.0,399.0,397,1,1,1,1,c9dcee5dd49dff38f787137e838c002ede504d7a,1,1,0,ok,1,4,0,4,0.0,2,0,2,0.0,2,0,2,0.0,no_previous_month,,,,,,,,,,,,,,,,,,,,,0,0
SlyyCooper/cursorrules-architect,2024-12,treatment,1,2024-12,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3019,1355,1,6.0,0.0,0.0,1421.0,1482,1,1,1,1,dceafd28aaef126e419f0a98eba0be2a54217ee2,6,6,0,ok,1,24,4,20,0.1666666666666666,17,3,14,0.1764705882352941,7,1,6,0.1428571428571428,ready,20,4,16,0.2,20,4,16,0.2,0,0,0,,15,3,12,0.2,5,1,4,0.2,1,1
SlyyCooper/cursorrules-architect,2025-01,treatment,1,2024-12,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1483,131,1,11.0,1.0,31.0,1486.0,1548,1,1,1,1,923980a8c89c3ca3aab6115b45b55279637aca9c,7,7,0,ok,1,25,4,21,0.16,18,3,15,0.1666666666666666,7,1,6,0.1428571428571428,ready,5,0,5,0.0,1,0,1,0.0,4,0,4,0.0,2,0,2,0.0,3,0,3,0.0,1,1
SlyyCooper/cursorrules-architect,2025-02,treatment,1,2024-12,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1002,1029,1,17.0,0.0,62.0,1486.0,1548,1,1,1,1,0db19978d1d87932ae23a291135eaf6c4eda6537,7,7,0,ok,1,25,4,21,0.16,18,3,15,0.1666666666666666,7,1,6,0.1428571428571428,ready,5,0,5,0.0,0,0,0,,5,0,5,0.0,1,0,1,0.0,4,0,4,0.0,1,1
SlyyCooper/cursorrules-architect,2025-03,treatment,1,2024-12,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,11459,3860,1,16.0,6.0,90.0,3245.0,4102,1,1,1,1,1b8ad985d2fd1b380194e94aef663c259e913daf,45,45,0,ok,1,77,14,63,0.1818181818181818,57,12,45,0.2105263157894736,20,2,18,0.1,ready,76,14,62,0.18421052631578946,70,14,56,0.2,6,0,6,0.0,56,12,44,0.21428571428571427,20,2,18,0.1,1,1
SlyyCooper/cursorrules-architect,2025-04,treatment,1,2024-12,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1944,1652,1,10.0,4.0,121.0,3436.0,4316,1,1,1,1,d3341bec543e5ba24cacc2caf33383e98c657e2d,52,52,0,ok,1,79,14,65,0.1772151898734177,59,12,47,0.2033898305084746,20,2,18,0.1,ready,8,0,8,0.0,4,0,4,0.0,4,0,4,0.0,4,0,4,0.0,4,0,4,0.0,1,1
TextGeneratorio/text-generator.io,2024-01,treatment,0,2025-03,0,-14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2555,13,1,0.0,0.0,186.0,78124.0,34829,1,1,1,1,92c3ebc388615849a39db668be9b52a8faf8e30f,177,177,0,ok,1,611,118,493,0.1931260229132569,413,97,316,0.234866828087167,198,21,177,0.106060606060606,no_previous_month,,,,,,,,,,,,,,,,,,,,,0,0
TextGeneratorio/text-generator.io,2024-02,treatment,0,2025-03,0,-13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,10,1,0.0,0.0,217.0,78124.0,34829,1,1,1,1,5644053e2ab8c2c1d2107a0a825d1c0f0bb5c088,177,177,0,ok,1,611,118,493,0.1931260229132569,413,97,316,0.234866828087167,198,21,177,0.106060606060606,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
TextGeneratorio/text-generator.io,2024-05,treatment,0,2025-03,0,-10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,88,87,1,3.0,0.0,307.0,78148.0,34853,1,1,1,1,0892be29955c6d268f45b5545a9091cef7372348,177,177,0,ok,1,613,118,495,0.1924959216965742,415,97,318,0.2337349397590361,198,21,177,0.106060606060606,ready,7,0,7,0.0,2,0,2,0.0,5,0,5,0.0,5,0,5,0.0,2,0,2,0.0,1,1
TextGeneratorio/text-generator.io,2024-07,treatment,0,2025-03,0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,14,1,0.0,0.0,368.0,78148.0,34853,1,1,1,1,eaabbefacf47cf51ba7c231df42fff37100c13c6,177,177,0,ok,1,613,119,494,0.1941272430668841,415,98,317,0.236144578313253,198,21,177,0.106060606060606,ready,10,2,8,0.2,0,0,0,,10,2,8,0.2,9,2,7,0.2222222222222222,1,0,1,0.0,1,1
TextGeneratorio/text-generator.io,2024-08,treatment,0,2025-03,0,-7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1283,419,1,2.0,0.0,399.0,78457.0,35071,1,1,1,1,b6d6f478ac36e37f7dcb5f3a50b932ebf350cfe2,182,182,0,ok,1,627,123,504,0.1961722488038277,429,102,327,0.2377622377622377,198,21,177,0.106060606060606,ready,15,4,11,0.26666666666666666,14,4,10,0.2857142857142857,1,0,1,0.0,15,4,11,0.26666666666666666,0,0,0,,1,1
TextGeneratorio/text-generator.io,2024-11,treatment,0,2025-03,0,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1524,170682,1,0.0,0.0,0.0,61667.0,16979,1,1,1,1,e451574cd387d39aa8d1bab1cbe9d03a4131973d,79,79,0,ok,1,290,70,220,0.2413793103448276,241,51,190,0.2116182572614107,49,19,30,0.3877551020408163,ready,8,0,8,0.0,6,0,6,0.0,2,0,2,0.0,8,0,8,0.0,0,0,0,,1,1
TextGeneratorio/text-generator.io,2024-12,treatment,0,2025-03,0,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,701,1141,1,5.0,0.0,521.0,61662.0,16974,1,1,1,1,48e7be432b6e66beba9d471b9c5e3484de33eb3f,80,80,0,ok,1,290,70,220,0.2413793103448276,241,51,190,0.2116182572614107,49,19,30,0.3877551020408163,ready,5,0,5,0.0,1,0,1,0.0,4,0,4,0.0,5,0,5,0.0,0,0,0,,1,1
TextGeneratorio/text-generator.io,2025-01,treatment,0,2025-03,0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,1931,991,1,0.0,0.0,552.0,62492.0,17844,1,1,1,1,41b2e647d9ca45d0987290bf299ce7e303ac415a,86,86,0,ok,1,325,74,251,0.2276923076923077,258,56,202,0.2170542635658914,67,18,49,0.2686567164179104,ready,46,8,38,0.17391304347826086,38,8,30,0.21052631578947367,8,0,8,0.0,27,8,19,0.2962962962962963,19,0,19,0.0,1,1
TextGeneratorio/text-generator.io,2025-02,treatment,0,2025-03,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,191,15,1,1.0,0.0,583.0,62498.0,17850,1,1,1,1,931cde358016941d35169d0a361dde98ff36320a,87,87,0,ok,1,326,75,251,0.2300613496932515,259,57,202,0.22007722007722,67,18,49,0.2686567164179104,ready,1,1,0,1.0,1,1,0,1.0,0,0,0,,1,1,0,1.0,0,0,0,,1,1
TextGeneratorio/text-generator.io,2025-03,treatment,1,2025-03,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,34,15,1,1.0,0.0,611.0,62499.0,17850,1,1,1,1,f330b4fd8064ea499385da03f3fc6c297916b674,87,87,0,ok,1,326,75,251,0.2300613496932515,259,57,202,0.22007722007722,67,18,49,0.2686567164179104,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
TextGeneratorio/text-generator.io,2025-04,treatment,1,2025-03,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,16,8558,2387,1,2.0,0.0,642.0,66233.0,18469,1,1,1,1,5ed2b4008e2a49c4dad48dad07ef982849fc5fca,90,90,0,ok,1,349,77,272,0.2206303724928366,280,59,221,0.2107142857142857,69,18,51,0.2608695652173913,ready,39,4,35,0.10256410256410256,26,3,23,0.11538461538461539,13,1,12,0.07692307692307693,36,3,33,0.08333333333333333,3,1,2,0.3333333333333333,1,1
TextGeneratorio/text-generator.io,2025-05,treatment,1,2025-03,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,4001,5842,2,0.0,0.0,672.0,65058.0,17278,1,1,1,1,53455c86af4bf5e404a847de09f1c8b9e654d801,93,93,0,ok,1,352,77,275,0.21875,283,59,224,0.2084805653710247,69,18,51,0.2608695652173913,ready,8,0,8,0.0,3,0,3,0.0,5,0,5,0.0,8,0,8,0.0,0,0,0,,1,1
TextGeneratorio/text-generator.io,2025-06,treatment,1,2025-03,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,7976,7258,2,0.0,0.0,703.0,64476.0,17294,1,1,1,1,1eafa44b407969edcac558b3f8cf0c4f39ba52ae,101,101,0,ok,1,372,86,286,0.2311827956989247,320,75,245,0.234375,52,11,41,0.2115384615384615,ready,70,20,50,0.2857142857142857,48,19,29,0.3958333333333333,22,1,21,0.045454545454545456,68,18,50,0.2647058823529412,2,2,0,1.0,1,1
TextGeneratorio/text-generator.io,2025-07,treatment,1,2025-03,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,44,28172,5896,2,2.0,0.0,733.0,71455.0,23129,1,1,1,1,3920d146d45c6c226f4321c9105a6076824d9aca,172,172,0,ok,1,556,132,424,0.237410071942446,465,114,351,0.2451612903225806,91,18,73,0.1978021978021978,ready,256,56,200,0.21875,210,52,158,0.24761904761904763,46,4,42,0.08695652173913043,212,47,165,0.22169811320754718,44,9,35,0.20454545454545456,1,1
TextGeneratorio/text-generator.io,2025-08,treatment,1,2025-03,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,2941,183,1,0.0,0.0,764.0,72672.0,23568,1,1,1,1,95ff0e2fb3cbafd6c6037e2ea559ed6fdb549b35,174,174,0,ok,1,570,134,436,0.2350877192982456,479,116,363,0.2421711899791231,91,18,73,0.1978021978021978,ready,29,3,26,0.10344827586206896,14,2,12,0.14285714285714285,15,1,14,0.06666666666666667,27,3,24,0.1111111111111111,2,0,2,0.0,1,1
The-Pocket/PocketFlow,2024-12,treatment,0,2025-02,0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82,7315,2708,2,0.0,0.0,0.0,1268.0,1274,1,1,1,1,976a266cd3981e37db457c6ec5f2d67928597a98,12,12,0,ok,1,47,12,35,0.2553191489361702,0,0,0,,47,12,35,0.2553191489361702,no_previous_month,,,,,,,,,,,,,,,,,,,,,0,0
The-Pocket/PocketFlow,2025-01,treatment,0,2025-02,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,122,2868,1747,4,0.0,0.0,0.0,1268.0,1274,1,1,1,1,6e08e32d96dfbf104983131d93ffc1a53a172632,12,12,0,ok,1,47,12,35,0.2553191489361702,0,0,0,,47,12,35,0.2553191489361702,ready,7,2,5,0.2857142857142857,0,0,0,,7,2,5,0.2857142857142857,0,0,0,,7,2,5,0.2857142857142857,1,1
The-Pocket/PocketFlow,2025-02,treatment,1,2025-02,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,61,3872,1577,3,150.0,2.0,0.0,1281.0,1274,1,1,1,1,69ed4cb41077656ce52e8a8f2ba36264d6e7ea0d,12,12,0,ok,1,47,12,35,0.2553191489361702,0,0,0,,47,12,35,0.2553191489361702,ready,1,1,0,1.0,0,0,0,,1,1,0,1.0,0,0,0,,1,1,0,1.0,1,1
The-Pocket/PocketFlow,2025-03,treatment,1,2025-02,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,233,38530,5859,7,989.0,11.0,26.0,4586.0,4762,1,1,1,1,4d6249a38eb721208371e80be8c5a688b5ee3e01,121,121,0,ok,1,225,35,190,0.1555555555555555,96,13,83,0.1354166666666666,129,22,107,0.1705426356589147,ready,178,23,155,0.12921348314606743,178,23,155,0.12921348314606743,0,0,0,,96,13,83,0.13541666666666666,82,10,72,0.12195121951219512,1,1
The-Pocket/PocketFlow,2025-04,treatment,1,2025-02,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,53,13717,4858,10,1759.0,16.0,57.0,7386.0,7361,1,1,1,1,61f5e89769af1bb5d56e5b4453a4cca405cfbcb2,151,151,0,ok,1,350,73,277,0.2085714285714285,136,25,111,0.1838235294117647,214,48,166,0.2242990654205607,ready,152,45,107,0.29605263157894735,126,41,85,0.3253968253968254,26,4,22,0.15384615384615385,48,13,35,0.2708333333333333,104,32,72,0.3076923076923077,1,1
The-Pocket/PocketFlow,2025-05,treatment,1,2025-02,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,52,13135,2238,8,1323.0,16.0,87.0,11204.0,9948,1,1,1,1,6cf3ec4984958eb442ed676835f6551648082f22,199,199,0,ok,1,438,92,346,0.2100456621004566,191,41,150,0.2146596858638743,247,51,196,0.2064777327935222,ready,97,19,78,0.1958762886597938,92,19,73,0.20652173913043478,5,0,5,0.0,59,16,43,0.2711864406779661,38,3,35,0.07894736842105263,1,1
The-Pocket/PocketFlow,2025-06,treatment,1,2025-02,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,4281,28,4,517.0,8.0,118.0,12184.0,11116,1,1,1,1,8c6cbc5138a92fff325366b5622d59ecfaae7a07,213,213,0,ok,1,473,95,378,0.200845665961945,210,42,168,0.2,263,53,210,0.2015209125475285,ready,35,3,32,0.08571428571428572,35,3,32,0.08571428571428572,0,0,0,,19,1,18,0.05263157894736842,16,2,14,0.125,1,1
The-Pocket/PocketFlow,2025-07,treatment,1,2025-02,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15,346,434,7,860.0,9.0,148.0,12173.0,11105,1,1,1,1,f98e9f4806af3b6aedfbf7e462bdadeba671bd63,212,212,0,ok,1,472,95,377,0.2012711864406779,209,42,167,0.200956937799043,263,53,210,0.2015209125475285,ready,1,0,1,0.0,0,0,0,,1,0,1,0.0,0,0,0,,1,0,1,0.0,1,1
The-Pocket/PocketFlow,2025-08,treatment,1,2025-02,1,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,553,27,3,393.0,6.0,179.0,12300.0,11219,1,1,1,1,23e36bfbdfe8a071aafa987a9ba14df842af8a0e,213,213,0,ok,1,474,97,377,0.2046413502109704,210,43,167,0.2047619047619047,264,54,210,0.2045454545454545,ready,4,2,2,0.5,2,2,0,1.0,2,0,2,0.0,3,1,2,0.3333333333333333,1,1,0,1.0,1,1
The-Pocket/PocketFlow-Template-Python,2025-02,treatment,1,2025-02,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,2372,7,2,0.0,0.0,0.0,33.0,33,1,1,1,1,8b1d9729b37469afab439854ec4ea67706867378,4,4,0,ok,1,3,1,2,0.3333333333333333,2,0,2,0.0,1,1,0,1.0,no_previous_month,,,,,,,,,,,,,,,,,,,,,0,0
The-Pocket/PocketFlow-Template-Python,2025-03,treatment,1,2025-02,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,24,9633,6748,3,33.0,0.0,0.0,45.0,46,1,1,1,1,16714fcc24a8447040363e7e2806cdf2d8b6dcfa,5,5,0,ok,1,5,1,4,0.2,3,0,3,0.0,2,1,1,0.5,ready,3,1,2,0.3333333333333333,3,1,2,0.3333333333333333,0,0,0,,1,0,1,0.0,2,1,1,0.5,1,1
The-Pocket/PocketFlow-Template-Python,2025-04,treatment,1,2025-02,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3331,6,2,104.0,1.0,31.0,45.0,46,1,1,1,1,8a4a1b08a2ccf767f0a4c503ccf6a8a6ab77e787,5,5,0,ok,1,5,1,4,0.2,3,0,3,0.0,2,1,1,0.5,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
The-Pocket/PocketFlow-Template-Python,2025-05,treatment,1,2025-02,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,17,10,3,63.0,0.0,61.0,48.0,49,1,1,1,1,bb859e5af285f0f047ec7deefa7ebcb8240385b3,5,5,0,ok,1,5,1,4,0.2,3,0,3,0.0,2,1,1,0.5,ready,2,0,2,0.0,0,0,0,,2,0,2,0.0,2,0,2,0.0,0,0,0,,1,1
The-Pocket/PocketFlow-Template-Python,2025-06,treatment,1,2025-02,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3468,110,1,25.0,0.0,92.0,48.0,49,1,1,1,1,893901c7e1a213e2c62f8d68451836002ac54416,5,5,0,ok,1,5,1,4,0.2,3,0,3,0.0,2,1,1,0.5,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
