dataset_source,repo_name,time,commits_scanned,commits_with_python_changes,commits_with_function_change_events,unique_changed_functions,unique_changed_files,time_to_event,is_treatment,post_event,event,cursor,commits_with_function_events_manifest,commits_with_function_events_scored,detection_complete,detector_merge_status,treatment_group,treatment_period,parse_exclusion_records,has_parse_exclusion,commits,lines_added,age,ncloc_paper,ncloc_python_snapshot,contributors,stars,issues,lead_6,lead_5,lead_4,lead_3,lead_2,lead_1,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,analysis_ready_agc_changed_block_paper_ncloc,analysis_ready_agc_changed_block_python_snapshot_ncloc,log1p_commits,log1p_lines_added,log1p_age,log1p_contributors,log1p_stars,log1p_issues,analysis_ready_paper_ncloc,analysis_ready_python_snapshot_ncloc,analysis_ready_ratio_paper_ncloc,analysis_ready_ratio_python_snapshot_ncloc,treat,unit_id,calendar_time,function_change_events,agc_function_change_events,hwc_function_change_events,has_function_change_event,zero_function_event_month,agc_function_change_event_ratio,log1p_function_change_events,log1p_agc_function_change_events,log1p_hwc_function_change_events,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_band,ast_sequence_token_specification,ast_sequence_token_band_set,ast_sequence_token_band_width,analysis_design_status
treatment,OpenMOSS/Language-Model-SAEs,2024-06,51,43,40,884,111,-6.0,0,0,2024-12,0,40.0,40.0,True,both,treatment,pre,0,0,69,463508,40.0,22997.0,19015,5,8.0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.248495242049359,13.046581081275258,3.713572066704308,1.791759469228055,2.197224577336219,2.6390573296152584,1,1,1,1,1,OpenMOSS/Language-Model-SAEs,2024-06,61,23,38,1,0,0.3770491803278688,4.127134385045092,3.1780538303479453,3.6635616461296463,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenMOSS/Language-Model-SAEs,2024-07,52,41,37,69,19,-5.0,0,0,2024-12,0,37.0,37.0,True,both,treatment,pre,0,0,65,5595,70.0,24364.0,20363,8,4.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4.189654742026425,8.62980733578537,4.262679877041316,2.197224577336219,1.6094379124341005,1.3862943611198906,1,1,1,1,1,OpenMOSS/Language-Model-SAEs,2024-07,3,0,3,1,0,0.0,1.3862943611198906,0.0,1.3862943611198906,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenMOSS/Language-Model-SAEs,2024-08,28,23,23,235,72,-4.0,0,0,2024-12,0,23.0,23.0,True,both,treatment,pre,0,0,40,38049,101.0,28633.0,22816,6,4.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3.713572066704308,10.54665636328983,4.624972813284271,1.9459101490553128,1.6094379124341005,0.0,1,1,1,1,1,OpenMOSS/Language-Model-SAEs,2024-08,9,2,7,1,0,0.2222222222222222,2.3025850929940455,1.0986122886681096,2.0794415416798357,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenMOSS/Language-Model-SAEs,2024-09,16,9,9,23,7,-3.0,0,0,2024-12,0,9.0,9.0,True,both,treatment,pre,0,0,17,1620,132.0,29596.0,23030,4,4.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2.8903717578961645,7.390798521735676,4.890349128221754,1.6094379124341005,1.6094379124341005,1.0986122886681096,1,1,0,0,1,OpenMOSS/Language-Model-SAEs,2024-09,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenMOSS/Language-Model-SAEs,2024-10,24,13,5,59,19,-2.0,0,0,2024-12,0,5.0,5.0,True,both,treatment,pre,0,0,29,7146,162.0,9638.0,4883,5,6.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3.4011973816621555,8.874447967219979,5.093750200806762,1.791759469228055,1.9459101490553128,0.0,1,1,1,1,1,OpenMOSS/Language-Model-SAEs,2024-10,3,0,3,1,0,0.0,1.3862943611198906,0.0,1.3862943611198906,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenMOSS/Language-Model-SAEs,2024-11,15,9,5,85,18,-1.0,0,0,2024-12,0,5.0,5.0,True,both,treatment,pre,0,0,18,3253,193.0,10009.0,5274,5,18.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2.9444389791664403,8.087640287778983,5.267858159063328,1.791759469228055,2.9444389791664403,2.302585092994045,1,1,1,1,1,OpenMOSS/Language-Model-SAEs,2024-11,1,0,1,1,0,0.0,0.6931471805599453,0.0,0.6931471805599453,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenMOSS/Language-Model-SAEs,2024-12,38,31,30,192,32,0.0,1,1,2024-12,1,30.0,30.0,True,both,treatment,event,0,0,40,9898,223.0,9948.0,5719,4,19.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3.713572066704308,9.200189020919806,5.41164605185504,1.6094379124341005,2.995732273553991,0.6931471805599453,1,1,1,1,1,OpenMOSS/Language-Model-SAEs,2024-12,12,4,8,1,0,0.3333333333333333,2.5649493574615367,1.6094379124341003,2.197224577336219,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenMOSS/Language-Model-SAEs,2025-01,82,77,67,302,33,1.0,1,1,2024-12,1,67.0,67.0,True,both,treatment,post,2,1,88,14248,254.0,11412.0,7169,7,12.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4.48863636973214,9.564442007795789,5.541263545158426,2.079441541679836,2.5649493574615367,1.3862943611198906,1,1,1,1,1,OpenMOSS/Language-Model-SAEs,2025-01,30,9,21,1,0,0.3,3.4339872044851463,2.3025850929940455,3.0910424533583156,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenMOSS/Language-Model-SAEs,2025-02,46,46,37,161,21,2.0,1,1,2024-12,0,37.0,37.0,True,both,treatment,post,6,1,60,5343,285.0,12105.0,8150,5,6.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4.110873864173311,8.583729715216482,5.655991810819852,1.791759469228055,1.9459101490553128,1.3862943611198906,1,1,1,1,1,OpenMOSS/Language-Model-SAEs,2025-02,12,2,10,1,0,0.16666666666666666,2.5649493574615367,1.0986122886681096,2.3978952727983707,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenMOSS/Language-Model-SAEs,2025-03,24,22,18,98,16,3.0,1,1,2024-12,0,18.0,18.0,True,both,treatment,post,2,1,25,1148,313.0,12360.0,8159,3,7.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3.2580965380214817,7.046647277848756,5.749392985908253,1.3862943611198906,2.079441541679836,0.0,1,1,1,1,1,OpenMOSS/Language-Model-SAEs,2025-03,5,1,4,1,0,0.2,1.791759469228055,0.6931471805599453,1.6094379124341003,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenMOSS/Language-Model-SAEs,2025-04,31,24,23,200,26,4.0,1,1,2024-12,1,23.0,23.0,True,both,treatment,post,2,1,31,5062,344.0,13855.0,9814,1,8.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3.4657359027997265,8.529714471969909,5.843544417031359,0.6931471805599453,2.197224577336219,1.0986122886681096,1,1,1,1,1,OpenMOSS/Language-Model-SAEs,2025-04,15,6,9,1,0,0.4,2.772588722239781,1.9459101490553132,2.3025850929940455,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenMOSS/Language-Model-SAEs,2025-05,53,44,43,239,27,5.0,1,1,2024-12,0,43.0,43.0,True,both,treatment,post,1,1,53,10985,374.0,16427.0,12093,3,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3.988984046564274,9.304377013902563,5.926926025970411,1.3862943611198906,0.6931471805599453,0.6931471805599453,1,1,1,1,1,OpenMOSS/Language-Model-SAEs,2025-05,17,10,7,1,0,0.5882352941176471,2.8903717578961645,2.3978952727983707,2.0794415416798357,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenMOSS/Language-Model-SAEs,2025-06,60,51,45,173,26,6.0,1,1,2024-12,1,45.0,45.0,True,both,treatment,post,0,0,65,15408,405.0,17203.0,13008,7,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4.189654742026425,9.642707033281852,6.0063531596017325,2.079441541679836,1.9459101490553128,0.6931471805599453,1,1,1,1,1,OpenMOSS/Language-Model-SAEs,2025-06,18,9,9,1,0,0.5,2.9444389791664403,2.3025850929940455,2.3025850929940455,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenMOSS/Language-Model-SAEs,2025-07,50,48,45,365,44,7.0,1,1,2024-12,0,45.0,45.0,True,both,treatment,post,6,1,55,10768,435.0,17941.0,14081,6,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4.025351690735149,9.28442691532888,6.077642243349034,1.9459101490553128,2.197224577336219,0.0,1,1,1,1,1,OpenMOSS/Language-Model-SAEs,2025-07,28,6,22,1,0,0.21428571428571427,3.3672958299864737,1.9459101490553132,3.1354942159291497,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenMOSS/Language-Model-SAEs,2025-08,31,22,20,145,37,8.0,1,1,2024-12,0,20.0,20.0,True,both,treatment,post,0,0,31,43124,,,17694,2,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.4657359027997265,10.67185815433366,,1.0986122886681096,,,0,0,0,0,1,OpenMOSS/Language-Model-SAEs,2025-08,7,4,3,1,0,0.5714285714285714,2.0794415416798357,1.6094379124341003,1.3862943611198906,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenSPP/openspp-modules,2024-01,59,48,30,66,62,-14.0,0,0,2025-03,0,30.0,30.0,True,both,treatment,pre,0,0,68,3520,0.0,91874.0,26735,6,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23410650459726,8.166500319155052,0.0,1.9459101490553128,0.0,0.0,1,1,1,1,1,OpenSPP/openspp-modules,2024-01,3,0,3,1,0,0.0,1.3862943611198906,0.0,1.3862943611198906,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenSPP/openspp-modules,2024-02,108,65,40,219,94,-13.0,0,0,2025-03,0,40.0,40.0,True,both,treatment,pre,0,0,132,22638,0.0,47264.0,25355,7,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.890349128221754,10.027429361730306,0.0,2.079441541679836,0.0,1.0986122886681096,1,1,1,1,1,OpenSPP/openspp-modules,2024-02,21,7,14,1,0,0.3333333333333333,3.0910424533583156,2.0794415416798357,2.70805020110221,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenSPP/openspp-modules,2024-03,73,55,27,83,23,-12.0,0,0,2025-03,0,27.0,27.0,True,both,treatment,pre,0,0,92,379633,9.0,54944.0,28542,8,0.0,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.532599493153255,12.84696290967322,2.302585092994045,2.197224577336219,0.0,2.70805020110221,1,1,1,1,1,OpenSPP/openspp-modules,2024-03,9,1,8,1,0,0.1111111111111111,2.3025850929940455,0.6931471805599453,2.197224577336219,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenSPP/openspp-modules,2024-04,114,97,58,448,91,-11.0,0,0,2025-03,0,58.0,58.0,True,both,treatment,pre,0,0,131,74882,40.0,74803.0,35867,9,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.882801922586371,11.223682174451492,3.713572066704308,2.302585092994045,0.0,2.4849066497880004,1,1,1,1,1,OpenSPP/openspp-modules,2024-04,14,3,11,1,0,0.21428571428571427,2.70805020110221,1.3862943611198906,2.4849066497880004,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenSPP/openspp-modules,2024-05,154,31,20,110,50,-10.0,0,0,2025-03,0,20.0,20.0,True,both,treatment,pre,0,0,186,190791,70.0,78472.0,38796,9,0.0,29.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.231108616854587,12.158939108396115,4.262679877041316,2.302585092994045,0.0,3.4011973816621555,1,1,1,1,1,OpenSPP/openspp-modules,2024-05,5,0,5,1,0,0.0,1.791759469228055,0.0,1.791759469228055,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenSPP/openspp-modules,2024-06,18,9,9,35,12,-9.0,0,0,2025-03,0,9.0,9.0,True,both,treatment,pre,0,0,25,5285,101.0,59050.0,31771,9,0.0,23.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.2580965380214817,8.572817095164234,4.624972813284271,2.302585092994045,0.0,3.1780538303479453,1,1,1,1,1,OpenSPP/openspp-modules,2024-06,1,0,1,1,0,0.0,0.6931471805599453,0.0,0.6931471805599453,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenSPP/openspp-modules,2024-07,60,31,25,124,39,-8.0,0,0,2025-03,0,25.0,25.0,True,both,treatment,pre,0,0,86,6655,131.0,60627.0,32441,6,0.0,22.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.465908118654584,8.803273982501045,4.882801922586371,1.9459101490553128,0.0,3.1354942159291497,1,1,1,1,1,OpenSPP/openspp-modules,2024-07,4,0,4,1,0,0.0,1.6094379124341003,0.0,1.6094379124341003,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenSPP/openspp-modules,2024-08,183,70,43,97,40,-7.0,0,0,2025-03,0,43.0,43.0,True,both,treatment,pre,0,0,220,92444,162.0,62791.0,33603,11,1.0,33.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.3981627015177525,11.434369152064452,5.093750200806762,2.4849066497880004,0.6931471805599453,3.526360524616161,1,1,1,1,1,OpenSPP/openspp-modules,2024-08,8,4,4,1,0,0.5,2.197224577336219,1.6094379124341003,1.6094379124341003,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenSPP/openspp-modules,2024-09,138,93,65,189,53,-6.0,0,0,2025-03,0,65.0,65.0,True,both,treatment,pre,0,0,177,8105,193.0,62899.0,33644,6,0.0,39.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.181783550292085,9.000359807188254,5.267858159063328,1.9459101490553128,0.0,3.688879454113936,1,1,1,1,1,OpenSPP/openspp-modules,2024-09,41,7,34,1,0,0.17073170731707318,3.737669618283368,2.0794415416798357,3.5553480614894135,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenSPP/openspp-modules,2024-10,151,119,91,223,57,-5.0,0,0,2025-03,0,91.0,91.0,True,both,treatment,pre,0,0,177,167054,223.0,84386.0,36163,8,1.0,47.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5.181783550292085,12.02607837849531,5.41164605185504,2.197224577336219,0.6931471805599453,3.8712010109078903,1,1,1,1,1,OpenSPP/openspp-modules,2024-10,18,7,11,1,0,0.3888888888888889,2.9444389791664403,2.0794415416798357,2.4849066497880004,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenSPP/openspp-modules,2024-11,136,44,29,342,55,-4.0,0,0,2025-03,0,29.0,29.0,True,both,treatment,pre,0,0,166,88515,254.0,84970.0,36432,9,0.0,35.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5.1179938124167546,11.390938605615757,5.541263545158426,2.302585092994045,0.0,3.58351893845611,1,1,1,1,1,OpenSPP/openspp-modules,2024-11,35,10,25,1,0,0.2857142857142857,3.58351893845611,2.3978952727983707,3.2580965380214817,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenSPP/openspp-modules,2024-12,46,27,15,69,23,-3.0,0,0,2025-03,0,15.0,15.0,True,both,treatment,pre,0,0,51,16349,284.0,87622.0,38230,8,0.0,19.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3.951243718581427,9.7019831763254,5.652489180268651,2.197224577336219,0.0,2.995732273553991,1,1,1,1,1,OpenSPP/openspp-modules,2024-12,5,0,5,1,0,0.0,1.791759469228055,0.0,1.791759469228055,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenSPP/openspp-modules,2025-01,63,44,29,102,30,-2.0,0,0,2025-03,0,29.0,29.0,True,both,treatment,pre,0,0,80,15057,315.0,87756.0,38350,7,1.0,46.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4.394449154672438,9.619664690410069,5.755742213586912,2.079441541679836,0.6931471805599453,3.8501476017100575,1,1,1,1,1,OpenSPP/openspp-modules,2025-01,15,5,10,1,0,0.3333333333333333,2.772588722239781,1.791759469228055,2.3978952727983707,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenSPP/openspp-modules,2025-02,110,62,53,276,50,-1.0,0,0,2025-03,0,53.0,53.0,True,both,treatment,pre,0,0,140,134218,346.0,99223.0,41826,9,0.0,45.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4.948759890378168,11.807228073229997,5.849324779946859,2.302585092994045,0.0,3.828641396489095,1,1,1,1,1,OpenSPP/openspp-modules,2025-02,23,2,21,1,0,0.08695652173913043,3.1780538303479453,1.0986122886681096,3.0910424533583156,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenSPP/openspp-modules,2025-03,32,12,6,85,13,0.0,1,1,2025-03,1,6.0,6.0,True,both,treatment,event,0,0,42,53729,374.0,101422.0,43500,7,0.0,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3.7612001156935615,10.891726783722866,5.926926025970411,2.079441541679836,0.0,2.833213344056216,1,1,1,1,1,OpenSPP/openspp-modules,2025-03,15,4,11,1,0,0.26666666666666666,2.772588722239781,1.6094379124341003,2.4849066497880004,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenSPP/openspp-modules,2025-04,21,2,1,1,1,1.0,1,1,2025-03,0,1.0,1.0,True,both,treatment,post,0,0,25,3087,405.0,101437.0,43508,5,3.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3.2580965380214817,8.035278911144667,6.0063531596017325,1.791759469228055,1.3862943611198906,1.9459101490553128,1,1,0,0,1,OpenSPP/openspp-modules,2025-04,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenSPP/openspp-modules,2025-05,31,23,13,37,11,2.0,1,1,2025-03,0,13.0,13.0,True,both,treatment,post,0,0,40,1249,435.0,101615.0,43663,4,1.0,18.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3.713572066704308,7.1308988302963465,6.077642243349034,1.6094379124341005,0.6931471805599453,2.9444389791664403,1,1,1,1,1,OpenSPP/openspp-modules,2025-05,5,1,4,1,0,0.2,1.791759469228055,0.6931471805599453,1.6094379124341003,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenSPP/openspp-modules,2025-06,4,1,0,0,0,3.0,1,1,2025-03,0,,,True,left_only,treatment,post,0,0,4,58,466.0,101616.0,43664,3,2.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6094379124341005,4.07753744390572,6.1463292576688975,1.3862943611198906,1.0986122886681096,1.3862943611198906,1,1,0,0,1,OpenSPP/openspp-modules,2025-06,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenSPP/openspp-modules,2025-07,4,4,2,28,4,4.0,1,1,2025-03,0,2.0,2.0,True,both,treatment,post,0,0,7,364,496.0,101627.0,43669,4,1.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.079441541679836,5.899897353582492,6.208590026096629,1.6094379124341005,0.6931471805599453,1.3862943611198906,1,1,1,1,1,OpenSPP/openspp-modules,2025-07,2,0,2,1,0,0.0,1.0986122886681096,0.0,1.0986122886681096,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,OpenSPP/openspp-modules,2025-08,17,9,6,64,9,5.0,1,1,2025-03,0,6.0,6.0,True,both,treatment,post,0,0,17,6952,,,43672,1,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.8903717578961645,8.846928500099018,,0.6931471805599453,,,0,0,0,0,1,OpenSPP/openspp-modules,2025-08,5,2,3,1,0,0.4,1.791759469228055,1.0986122886681096,1.3862943611198906,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,PiotrCzapla/smart_dictation,2024-10,6,6,6,68,12,0.0,1,1,2024-10,1,6.0,6.0,True,both,treatment,event,0,0,6,2559,0.0,351.0,364,2,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.9459101490553128,7.847762537473608,0.0,1.0986122886681096,0.6931471805599453,0.0,1,1,1,1,1,PiotrCzapla/smart_dictation,2024-10,9,6,3,1,0,0.6666666666666666,2.3025850929940455,1.9459101490553132,1.3862943611198906,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,PostHog/posthog,2024-01,443,129,119,837,202,-13.0,0,0,2025-02,0,119.0,119.0,True,both,treatment,pre,0,0,443,82664,1430.0,548212.0,280454,33,417.0,133.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.095824562432225,11.322551574985445,7.266128779556451,3.526360524616161,6.035481432524756,4.897839799950911,1,1,1,1,1,PostHog/posthog,2024-01,38,12,26,1,0,0.3157894736842105,3.6635616461296463,2.5649493574615367,3.295836866004329,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,PostHog/posthog,2024-02,430,179,165,1260,264,-12.0,0,0,2025-02,0,165.0,165.0,True,both,treatment,pre,0,0,431,137939,1461.0,573567.0,301315,33,467.0,170.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.06842558824411,11.83457408698528,7.2875606403097235,3.526360524616161,6.148468295917646,5.141663556502659,1,1,1,1,1,PostHog/posthog,2024-02,69,34,35,1,0,0.4927536231884058,4.2484952420493585,3.5553480614894135,3.58351893845611,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,PostHog/posthog,2024-03,399,174,157,1151,263,-11.0,0,0,2025-02,0,157.0,157.0,True,both,treatment,pre,0,0,399,63801,1490.0,589460.0,312505,35,594.0,321.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.991464547107982,11.063539816803926,7.307202314764738,3.58351893845611,6.388561405545629,5.7745515455444085,1,1,1,1,1,PostHog/posthog,2024-03,52,25,27,1,0,0.4807692307692308,3.9702919135521215,3.2580965380214817,3.332204510175204,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,PostHog/posthog,2024-04,505,220,199,2593,628,-10.0,0,0,2025-02,0,199.0,199.0,True,both,treatment,pre,0,0,505,72205,1521.0,607701.0,325096,41,671.0,419.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.226536669287466,11.187278423921173,7.327780538421631,3.737669618283368,6.51025834052315,6.040254711277414,1,1,1,1,1,PostHog/posthog,2024-04,183,71,112,1,0,0.3879781420765027,5.214935757608986,4.276666119016055,4.727387818712341,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,PostHog/posthog,2024-05,456,222,200,1764,352,-9.0,0,0,2025-02,0,200.0,200.0,True,both,treatment,pre,0,0,456,168250,1551.0,630918.0,340660,45,738.0,155.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.124683390894204,12.033212191025717,7.3472997007431635,3.828641396489095,6.6052979209482015,5.049856007249537,1,1,1,1,1,PostHog/posthog,2024-05,85,38,47,1,0,0.4470588235294118,4.454347296253507,3.6635616461296463,3.8712010109078907,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,PostHog/posthog,2024-06,493,249,229,2267,424,-8.0,0,0,2025-02,0,229.0,229.0,True,both,treatment,pre,0,0,496,151255,1582.0,661185.0,353847,40,1243.0,242.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.208590026096629,11.926729044527765,7.367077059881012,3.713572066704308,7.126087273299125,5.493061443340548,1,1,1,1,1,PostHog/posthog,2024-06,173,62,111,1,0,0.3583815028901734,5.159055299214529,4.143134726391533,4.718498871295094,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,PostHog/posthog,2024-07,581,282,240,1461,292,-7.0,0,0,2025-02,0,240.0,240.0,True,both,treatment,pre,0,0,581,91815,1612.0,677634.0,366834,41,539.0,225.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.366470447731437,11.427541853360504,7.385851078125208,3.737669618283368,6.29156913955832,5.420534999272285,1,1,1,1,1,PostHog/posthog,2024-07,88,43,45,1,0,0.48863636363636365,4.48863636973214,3.784189633918261,3.828641396489095,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,PostHog/posthog,2024-08,400,178,162,1206,273,-6.0,0,0,2025-02,0,162.0,162.0,True,both,treatment,pre,0,0,400,70831,1643.0,695941.0,377387,40,562.0,176.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.993961427306569,11.16806615497192,7.404887575616125,3.713572066704308,6.333279628139691,5.176149732573829,1,1,1,1,1,PostHog/posthog,2024-08,56,25,31,1,0,0.44642857142857145,4.04305126783455,3.2580965380214817,3.4657359027997265,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,PostHog/posthog,2024-09,393,177,159,1061,297,-5.0,0,0,2025-02,0,159.0,159.0,True,both,treatment,pre,0,0,393,80912,1674.0,725600.0,395978,38,722.0,178.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5.976350909297934,11.30112978234958,7.423568444259167,3.6635616461296463,6.583409222158765,5.187385805840755,1,1,1,1,1,PostHog/posthog,2024-09,70,30,40,1,0,0.42857142857142855,4.2626798770413155,3.4339872044851463,3.7135720667043075,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,PostHog/posthog,2024-10,446,233,207,1567,353,-4.0,0,0,2025-02,0,207.0,207.0,True,both,treatment,pre,0,0,446,122595,1704.0,748190.0,409190,35,520.0,192.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,6.102558594613568,11.716649675524588,7.441320389717617,3.58351893845611,6.255750041753367,5.262690188904886,1,1,1,1,1,PostHog/posthog,2024-10,89,41,48,1,0,0.4606741573033708,4.499809670330265,3.737669618283368,3.8918202981106265,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
