dataset_source,repo_name,time,treatment_group,active_treatment,is_treatment,event,post_event,time_to_event,treatment_period,input_commit_pairs,eligible_commit_pairs,python_file_change_audits,audited_commit_pairs,current_blob_attempts,parent_blob_attempts,blob_parse_attempts,unique_blob_revisions_attempted,parse_exclusion_records,current_file_parse_exclusions,parent_file_parse_exclusions,unique_excluded_blob_revisions,commit_pairs_with_parse_exclusions,has_parse_exclusion,commit_pair_parse_exclusion_rate,current_file_parse_exclusion_rate,parent_file_parse_exclusion_rate,blob_parse_exclusion_record_rate,unique_blob_parse_exclusion_rate
treatment,KroMiose/nekro-agent,2024-11,1,0,0,2025-01,0,-2.0,pre_event,12,12,19,7,19,19,38,38,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,KroMiose/nekro-agent,2024-12,1,0,0,2025-01,0,-1.0,pre_event,60,59,121,29,121,95,216,211,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,KroMiose/nekro-agent,2025-01,1,1,1,2025-01,1,0.0,event_month,115,115,125,47,125,111,236,229,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,KroMiose/nekro-agent,2025-02,1,1,1,2025-01,1,1.0,post_event,119,108,191,68,191,166,357,348,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,KroMiose/nekro-agent,2025-03,1,1,1,2025-01,1,2.0,post_event,14,14,40,13,40,38,78,72,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,KroMiose/nekro-agent,2025-04,1,1,1,2025-01,1,3.0,post_event,67,64,189,29,189,127,316,313,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,KroMiose/nekro-agent,2025-05,1,1,1,2025-01,1,4.0,post_event,47,47,76,26,76,70,146,139,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,KroMiose/nekro-agent,2025-06,1,1,1,2025-01,1,5.0,post_event,6,6,124,3,124,74,198,198,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,KroMiose/nekro-agent,2025-07,1,1,1,2025-01,1,6.0,post_event,17,17,57,12,57,41,98,91,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,KroMiose/nekro-agent,2025-08,1,1,1,2025-01,1,7.0,post_event,33,30,90,25,90,88,178,173,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,LearningCircuit/local-deep-research,2025-02,1,0,0,2025-03,0,-1.0,pre_event,58,46,67,32,67,58,125,96,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,LearningCircuit/local-deep-research,2025-03,1,1,1,2025-03,1,0.0,event_month,377,270,479,122,479,372,851,777,2,0,2,2,2,1,0.007407407407407408,0.0,0.005376344086021506,0.0023501762632197414,0.002574002574002574
treatment,LearningCircuit/local-deep-research,2025-04,1,1,1,2025-03,1,1.0,post_event,225,137,344,97,344,311,655,598,4,3,1,4,4,1,0.029197080291970802,0.00872093023255814,0.003215434083601286,0.0061068702290076335,0.006688963210702341
treatment,LearningCircuit/local-deep-research,2025-05,1,1,1,2025-03,1,2.0,post_event,222,137,282,92,282,200,482,453,2,1,1,2,2,1,0.014598540145985401,0.0035460992907801418,0.005,0.004149377593360996,0.004415011037527594
treatment,LearningCircuit/local-deep-research,2025-06,1,1,1,2025-03,1,3.0,post_event,285,218,1118,141,1118,848,1966,1904,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,LearningCircuit/local-deep-research,2025-07,1,1,1,2025-03,1,4.0,post_event,196,183,762,126,762,635,1397,1349,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,LearningCircuit/local-deep-research,2025-08,1,1,1,2025-03,1,5.0,post_event,350,265,819,202,819,731,1550,1456,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,MDGrey33/pyvisionai,2024-11,1,0,0,2025-01,0,-2.0,pre_event,14,14,18,8,18,9,27,21,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,MDGrey33/pyvisionai,2024-12,1,0,0,2025-01,0,-1.0,pre_event,12,11,22,8,22,19,41,36,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,MDGrey33/pyvisionai,2025-01,1,1,1,2025-01,1,0.0,event_month,106,104,281,66,281,209,490,435,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,MDGrey33/pyvisionai,2025-02,1,1,1,2025-01,1,1.0,post_event,10,10,31,6,31,24,55,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,MDGrey33/pyvisionai,2025-06,1,1,1,2025-01,1,5.0,post_event,2,2,11,2,11,8,19,19,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,MDGrey33/pyvisionai,2025-07,1,1,1,2025-01,1,6.0,post_event,3,3,12,2,12,8,20,18,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,Mineru98/mysql-mcp-server,2025-03,1,1,1,2025-03,1,0.0,event_month,62,60,62,17,62,35,97,87,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,Multi-V-VM/MVVM,2024-01,1,0,0,2025-03,0,-14.0,pre_event,48,46,40,7,40,27,67,59,1,1,0,1,1,1,0.021739130434782608,0.025,0.0,0.014925373134328358,0.01694915254237288
treatment,Multi-V-VM/MVVM,2024-02,1,0,0,2025-03,0,-13.0,pre_event,49,48,82,24,82,68,150,120,3,1,2,2,3,1,0.0625,0.012195121951219513,0.029411764705882353,0.02,0.016666666666666666
treatment,Multi-V-VM/MVVM,2024-03,1,0,0,2025-03,0,-12.0,pre_event,20,20,39,13,39,34,73,62,2,1,1,1,2,1,0.1,0.02564102564102564,0.029411764705882353,0.0273972602739726,0.016129032258064516
treatment,Multi-V-VM/MVVM,2024-04,1,0,0,2025-03,0,-11.0,pre_event,10,9,14,6,14,10,24,19,1,1,0,1,1,1,0.1111111111111111,0.07142857142857142,0.0,0.041666666666666664,0.05263157894736842
treatment,Multi-V-VM/MVVM,2024-05,1,0,0,2025-03,0,-10.0,pre_event,8,8,24,6,24,21,45,38,1,0,1,1,1,1,0.125,0.0,0.047619047619047616,0.022222222222222223,0.02631578947368421
treatment,Multi-V-VM/MVVM,2024-12,1,0,0,2025-03,0,-3.0,pre_event,9,9,28,6,28,19,47,38,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,Multi-V-VM/MVVM,2025-03,1,1,1,2025-03,1,0.0,event_month,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
treatment,Multi-V-VM/MVVM,2025-06,1,1,1,2025-03,1,3.0,post_event,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
treatment,Multi-V-VM/MVVM,2025-07,1,1,1,2025-03,1,4.0,post_event,11,11,2,1,2,2,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,Ody-Z/Trading_Game_Simulator,2025-02,1,1,1,2025-02,1,0.0,event_month,4,4,11,3,11,3,14,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenMOSS/Language-Model-SAEs,2024-03,1,0,0,2024-12,0,-9.0,pre_event,110,103,208,85,208,170,378,334,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenMOSS/Language-Model-SAEs,2024-04,1,0,0,2024-12,0,-8.0,pre_event,37,33,53,21,53,49,102,87,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenMOSS/Language-Model-SAEs,2024-05,1,0,0,2024-12,0,-7.0,pre_event,9,8,28,8,28,27,55,53,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenMOSS/Language-Model-SAEs,2024-06,1,0,0,2024-12,0,-6.0,pre_event,69,51,221,43,221,123,344,318,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenMOSS/Language-Model-SAEs,2024-07,1,0,0,2024-12,0,-5.0,pre_event,65,52,95,41,95,90,185,157,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenMOSS/Language-Model-SAEs,2024-08,1,0,0,2024-12,0,-4.0,pre_event,40,28,107,23,107,60,167,160,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenMOSS/Language-Model-SAEs,2024-09,1,0,0,2024-12,0,-3.0,pre_event,17,16,15,9,15,15,30,27,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenMOSS/Language-Model-SAEs,2024-10,1,0,0,2024-12,0,-2.0,pre_event,29,24,71,13,71,65,136,136,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenMOSS/Language-Model-SAEs,2024-11,1,0,0,2024-12,0,-1.0,pre_event,18,15,48,9,48,46,94,91,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenMOSS/Language-Model-SAEs,2024-12,1,1,1,2024-12,1,0.0,event_month,40,38,131,31,131,113,244,218,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenMOSS/Language-Model-SAEs,2025-01,1,1,1,2024-12,1,1.0,post_event,88,82,236,77,236,220,456,407,2,2,0,2,2,1,0.024390243902439025,0.00847457627118644,0.0,0.0043859649122807015,0.004914004914004914
treatment,OpenMOSS/Language-Model-SAEs,2025-02,1,1,1,2024-12,1,2.0,post_event,60,46,128,46,128,115,243,205,6,6,0,6,6,1,0.13043478260869565,0.046875,0.0,0.024691358024691357,0.02926829268292683
treatment,OpenMOSS/Language-Model-SAEs,2025-03,1,1,1,2024-12,1,3.0,post_event,25,24,61,22,61,59,120,108,2,2,0,2,2,1,0.08333333333333333,0.03278688524590164,0.0,0.016666666666666666,0.018518518518518517
treatment,OpenMOSS/Language-Model-SAEs,2025-04,1,1,1,2024-12,1,4.0,post_event,31,31,112,24,112,108,220,199,2,2,0,2,2,1,0.06451612903225806,0.017857142857142856,0.0,0.00909090909090909,0.010050251256281407
treatment,OpenMOSS/Language-Model-SAEs,2025-05,1,1,1,2024-12,1,5.0,post_event,53,53,121,44,121,109,230,217,1,0,1,1,1,1,0.018867924528301886,0.0,0.009174311926605505,0.004347826086956522,0.004608294930875576
treatment,OpenMOSS/Language-Model-SAEs,2025-06,1,1,1,2024-12,1,6.0,post_event,65,60,161,51,161,157,318,278,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenMOSS/Language-Model-SAEs,2025-07,1,1,1,2024-12,1,7.0,post_event,55,50,170,48,170,147,317,282,6,4,2,5,5,1,0.1,0.023529411764705882,0.013605442176870748,0.01892744479495268,0.01773049645390071
treatment,OpenMOSS/Language-Model-SAEs,2025-08,1,1,1,2024-12,1,8.0,post_event,31,31,111,22,111,107,218,201,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenSPP/openspp-modules,2024-01,1,0,0,2025-03,0,-14.0,pre_event,68,59,160,48,160,143,303,298,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenSPP/openspp-modules,2024-02,1,0,0,2025-03,0,-13.0,pre_event,132,108,442,65,442,397,839,807,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenSPP/openspp-modules,2024-03,1,0,0,2025-03,0,-12.0,pre_event,92,73,139,55,139,91,230,218,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenSPP/openspp-modules,2024-04,1,0,0,2025-03,0,-11.0,pre_event,131,114,428,97,428,315,743,665,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenSPP/openspp-modules,2024-05,1,0,0,2025-03,0,-10.0,pre_event,186,154,164,31,164,139,303,291,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenSPP/openspp-modules,2024-06,1,0,0,2025-03,0,-9.0,pre_event,25,18,18,9,18,10,28,27,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenSPP/openspp-modules,2024-07,1,0,0,2025-03,0,-8.0,pre_event,86,60,87,31,87,40,127,125,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenSPP/openspp-modules,2024-08,1,0,0,2025-03,0,-7.0,pre_event,220,183,278,70,278,265,543,522,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenSPP/openspp-modules,2024-09,1,0,0,2025-03,0,-6.0,pre_event,177,138,277,93,277,224,501,471,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenSPP/openspp-modules,2024-10,1,0,0,2025-03,0,-5.0,pre_event,177,151,364,119,364,311,675,634,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenSPP/openspp-modules,2024-11,1,0,0,2025-03,0,-4.0,pre_event,166,136,157,44,157,99,256,229,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenSPP/openspp-modules,2024-12,1,0,0,2025-03,0,-3.0,pre_event,51,46,69,27,69,31,100,98,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenSPP/openspp-modules,2025-01,1,0,0,2025-03,0,-2.0,pre_event,80,63,103,44,103,75,178,161,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenSPP/openspp-modules,2025-02,1,0,0,2025-03,0,-1.0,pre_event,140,110,140,62,140,89,229,204,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenSPP/openspp-modules,2025-03,1,1,1,2025-03,1,0.0,event_month,42,32,36,12,36,13,49,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenSPP/openspp-modules,2025-04,1,1,1,2025-03,1,1.0,post_event,25,21,3,2,3,3,6,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenSPP/openspp-modules,2025-05,1,1,1,2025-03,1,2.0,post_event,40,31,42,23,42,34,76,66,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenSPP/openspp-modules,2025-06,1,1,1,2025-03,1,3.0,post_event,4,4,1,1,1,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenSPP/openspp-modules,2025-07,1,1,1,2025-03,1,4.0,post_event,7,4,74,4,74,74,148,147,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,OpenSPP/openspp-modules,2025-08,1,1,1,2025-03,1,5.0,post_event,17,17,97,9,97,83,180,175,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,PiotrCzapla/smart_dictation,2024-10,1,1,1,2024-10,1,0.0,event_month,6,6,24,6,24,14,38,27,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,PostHog/posthog,2024-01,1,0,0,2025-02,0,-13.0,pre_event,443,443,531,129,531,482,1013,992,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,PostHog/posthog,2024-02,1,0,0,2025-02,0,-12.0,pre_event,431,430,825,179,825,761,1586,1580,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,PostHog/posthog,2024-03,1,0,0,2025-02,0,-11.0,pre_event,399,399,623,174,623,547,1170,1162,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,PostHog/posthog,2024-04,1,0,0,2025-02,0,-10.0,pre_event,505,505,1644,220,1644,1599,3243,3237,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,PostHog/posthog,2024-05,1,0,0,2025-02,0,-9.0,pre_event,456,456,1045,222,1045,991,2036,1962,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,PostHog/posthog,2024-06,1,0,0,2025-02,0,-8.0,pre_event,496,493,1535,249,1535,1440,2975,2932,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,PostHog/posthog,2024-07,1,0,0,2025-02,0,-7.0,pre_event,581,581,941,282,941,860,1801,1798,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,PostHog/posthog,2024-08,1,0,0,2025-02,0,-6.0,pre_event,400,400,815,178,815,761,1576,1574,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,PostHog/posthog,2024-09,1,0,0,2025-02,0,-5.0,pre_event,393,393,704,177,704,591,1295,1286,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,PostHog/posthog,2024-10,1,0,0,2025-02,0,-4.0,pre_event,446,446,1000,233,1000,885,1885,1873,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,PostHog/posthog,2024-11,1,0,0,2025-02,0,-3.0,pre_event,426,426,906,203,906,801,1707,1700,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,PostHog/posthog,2024-12,1,0,0,2025-02,0,-2.0,pre_event,439,439,942,234,942,854,1796,1787,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,PostHog/posthog,2025-01,1,0,0,2025-02,0,-1.0,pre_event,725,725,1178,338,1178,1062,2240,2220,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,PostHog/posthog,2025-02,1,1,1,2025-02,1,0.0,event_month,897,897,1345,354,1345,1239,2584,2573,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,PostHog/posthog,2025-03,1,1,1,2025-02,1,1.0,post_event,942,942,1533,424,1533,1386,2919,2911,2,1,1,2,2,1,0.0021231422505307855,0.0006523157208088715,0.0007215007215007215,0.0006851661527920521,0.0006870491240123669
treatment,PostHog/posthog,2025-04,1,1,1,2025-02,1,2.0,post_event,880,880,1386,376,1386,1197,2583,2569,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,PostHog/posthog,2025-05,1,1,1,2025-02,1,3.0,post_event,748,748,1186,320,1186,1038,2224,2197,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,PostHog/posthog,2025-06,1,1,1,2025-02,1,4.0,post_event,1043,1043,1658,465,1658,1472,3130,3116,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,PostHog/posthog,2025-07,1,1,1,2025-02,1,5.0,post_event,1143,1143,2448,527,2448,2140,4588,4551,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,PostHog/posthog,2025-08,1,1,1,2025-02,1,6.0,post_event,990,990,4382,484,4382,4111,8493,8462,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,ResearchHub/researchhub-backend,2024-01,1,0,0,2025-03,0,-14.0,pre_event,12,12,145,12,145,102,247,235,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,ResearchHub/researchhub-backend,2024-02,1,0,0,2025-03,0,-13.0,pre_event,29,29,100,29,100,79,179,160,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,ResearchHub/researchhub-backend,2024-03,1,0,0,2025-03,0,-12.0,pre_event,185,142,141,86,141,133,274,225,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,ResearchHub/researchhub-backend,2024-04,1,0,0,2025-03,0,-11.0,pre_event,177,134,173,111,173,160,333,304,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,ResearchHub/researchhub-backend,2024-05,1,0,0,2025-03,0,-10.0,pre_event,163,127,270,102,270,209,479,403,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,ResearchHub/researchhub-backend,2024-06,1,0,0,2025-03,0,-9.0,pre_event,92,62,88,46,88,77,165,136,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,ResearchHub/researchhub-backend,2024-07,1,0,0,2025-03,0,-8.0,pre_event,348,242,401,206,401,364,765,666,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,ResearchHub/researchhub-backend,2024-08,1,0,0,2025-03,0,-7.0,pre_event,278,211,373,173,373,350,723,648,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,ResearchHub/researchhub-backend,2024-09,1,0,0,2025-03,0,-6.0,pre_event,185,133,200,121,200,179,379,338,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,ResearchHub/researchhub-backend,2024-10,1,0,0,2025-03,0,-5.0,pre_event,241,182,237,153,237,205,442,379,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,ResearchHub/researchhub-backend,2024-11,1,0,0,2025-03,0,-4.0,pre_event,241,179,247,151,247,213,460,412,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,ResearchHub/researchhub-backend,2024-12,1,0,0,2025-03,0,-3.0,pre_event,128,94,124,79,124,112,236,212,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,ResearchHub/researchhub-backend,2025-01,1,0,0,2025-03,0,-2.0,pre_event,142,112,224,107,224,195,419,376,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,ResearchHub/researchhub-backend,2025-02,1,0,0,2025-03,0,-1.0,pre_event,199,145,246,133,246,204,450,413,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,ResearchHub/researchhub-backend,2025-03,1,1,1,2025-03,1,0.0,event_month,282,204,434,195,434,393,827,733,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,ResearchHub/researchhub-backend,2025-04,1,1,1,2025-03,1,1.0,post_event,243,176,280,173,280,254,534,462,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,ResearchHub/researchhub-backend,2025-05,1,1,1,2025-03,1,2.0,post_event,212,157,307,148,307,246,553,500,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,ResearchHub/researchhub-backend,2025-06,1,1,1,2025-03,1,3.0,post_event,257,184,290,175,290,260,550,481,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,ResearchHub/researchhub-backend,2025-07,1,1,1,2025-03,1,4.0,post_event,170,118,254,103,254,234,488,429,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,ResearchHub/researchhub-backend,2025-08,1,1,1,2025-03,1,5.0,post_event,363,285,403,218,403,370,773,679,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,Scrapybara/codecapy,2025-01,1,1,1,2025-01,1,0.0,event_month,7,7,29,6,29,16,45,30,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,Scrapybara/codecapy,2025-02,1,1,1,2025-01,1,1.0,post_event,28,28,44,16,44,40,84,73,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,SlyyCooper/cursorrules-architect,2024-11,1,0,0,2024-12,0,-1.0,pre_event,2,2,1,1,1,0,1,1,0,0,0,0,0,0,0.0,0.0,,0.0,0.0
treatment,SlyyCooper/cursorrules-architect,2024-12,1,1,1,2024-12,1,0.0,event_month,3,3,7,2,7,1,8,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,SlyyCooper/cursorrules-architect,2025-01,1,1,1,2024-12,1,1.0,post_event,1,1,6,1,6,5,11,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,SlyyCooper/cursorrules-architect,2025-02,1,1,1,2024-12,1,2.0,post_event,1,1,3,1,3,3,6,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,SlyyCooper/cursorrules-architect,2025-03,1,1,1,2024-12,1,3.0,post_event,4,4,80,4,80,34,114,104,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,SlyyCooper/cursorrules-architect,2025-04,1,1,1,2024-12,1,4.0,post_event,2,2,24,2,24,17,41,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,TextGeneratorio/text-generator.io,2024-01,1,0,0,2025-03,0,-14.0,pre_event,4,3,5,3,5,4,9,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,TextGeneratorio/text-generator.io,2024-02,1,0,0,2025-03,0,-13.0,pre_event,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
treatment,TextGeneratorio/text-generator.io,2024-05,1,0,0,2025-03,0,-10.0,pre_event,9,9,3,2,3,3,6,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,TextGeneratorio/text-generator.io,2024-07,1,0,0,2025-03,0,-8.0,pre_event,2,2,5,2,5,5,10,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,TextGeneratorio/text-generator.io,2024-08,1,0,0,2025-03,0,-7.0,pre_event,20,20,16,11,16,11,27,19,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,TextGeneratorio/text-generator.io,2024-11,1,0,0,2025-03,0,-4.0,pre_event,4,4,9,3,9,8,17,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,TextGeneratorio/text-generator.io,2024-12,1,0,0,2025-03,0,-3.0,pre_event,5,5,6,3,6,5,11,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,TextGeneratorio/text-generator.io,2025-01,1,0,0,2025-03,0,-2.0,pre_event,10,10,13,7,13,7,20,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,TextGeneratorio/text-generator.io,2025-02,1,0,0,2025-03,0,-1.0,pre_event,4,3,5,1,5,4,9,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,TextGeneratorio/text-generator.io,2025-03,1,1,1,2025-03,1,0.0,event_month,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
treatment,TextGeneratorio/text-generator.io,2025-04,1,1,1,2025-03,1,1.0,post_event,16,15,14,6,14,11,25,22,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,TextGeneratorio/text-generator.io,2025-05,1,1,1,2025-03,1,2.0,post_event,19,13,20,10,20,16,36,33,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,TextGeneratorio/text-generator.io,2025-06,1,1,1,2025-03,1,3.0,post_event,18,8,87,8,87,69,156,133,3,3,0,3,3,1,0.375,0.034482758620689655,0.0,0.019230769230769232,0.022556390977443608
treatment,TextGeneratorio/text-generator.io,2025-07,1,1,1,2025-03,1,4.0,post_event,44,31,283,21,283,207,490,481,6,5,1,6,5,1,0.16129032258064516,0.0176678445229682,0.004830917874396135,0.012244897959183673,0.012474012474012475
treatment,TextGeneratorio/text-generator.io,2025-08,1,1,1,2025-03,1,5.0,post_event,7,5,14,5,14,12,26,24,2,0,2,2,2,1,0.4,0.0,0.16666666666666666,0.07692307692307693,0.08333333333333333
treatment,The-Pocket/PocketFlow,2024-12,1,0,0,2025-02,0,-2.0,pre_event,82,82,58,27,58,46,104,89,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,The-Pocket/PocketFlow,2025-01,1,0,0,2025-02,0,-1.0,pre_event,122,121,19,5,19,19,38,36,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,The-Pocket/PocketFlow,2025-02,1,1,1,2025-02,1,0.0,event_month,61,60,1,1,1,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,The-Pocket/PocketFlow,2025-03,1,1,1,2025-02,1,1.0,post_event,233,226,150,31,150,33,183,168,1,1,0,1,1,1,0.004424778761061947,0.006666666666666667,0.0,0.00546448087431694,0.005952380952380952
treatment,The-Pocket/PocketFlow,2025-04,1,1,1,2025-02,1,2.0,post_event,53,44,77,22,77,44,121,108,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
treatment,The-Pocket/PocketFlow,2025-05,1,1,1,2025-02,1,3.0,post_event,52,45,95,29,95,46,141,125,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
